<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
D&J-IND,60,20110301,000000,12210.6300000,12231.9400000,12197.8100000,12231.9400000,0
D&J-IND,60,20110301,010000,12235.0400000,12235.0400000,12226.2600000,12226.3400000,0
D&J-IND,60,20110301,180000,12228.8400000,12261.3800000,12227.7800000,12240.6400000,0
D&J-IND,60,20110301,190000,12237.9900000,12247.6100000,12167.0000000,12211.8800000,0
D&J-IND,60,20110301,200000,12211.9600000,12223.5800000,12144.3000000,12146.3800000,0
D&J-IND,60,20110301,210000,12146.3000000,12158.0700000,12128.6300000,12142.7100000,0
D&J-IND,60,20110301,220000,12142.6000000,12147.9700000,12102.9800000,12117.9200000,0
D&J-IND,60,20110301,230000,12117.7700000,12117.8500000,12066.8000000,12076.4500000,0
D&J-IND,60,20110302,000000,12076.7500000,12091.2400000,12054.9900000,12057.0700000,0
D&J-IND,60,20110302,010000,12056.6200000,12058.0200000,12055.6000000,12058.0200000,0
D&J-IND,60,20110302,180000,12057.3400000,12083.6400000,12039.0200000,12083.5600000,0
D&J-IND,60,20110302,190000,12083.8300000,12113.6500000,12064.3800000,12100.3600000,0
D&J-IND,60,20110302,200000,12101.2700000,12115.1200000,12027.0300000,12027.9400000,0
D&J-IND,60,20110302,210000,12027.8200000,12085.9500000,12018.6300000,12074.4000000,0
D&J-IND,60,20110302,220000,12074.5600000,12084.5100000,12042.2000000,12051.1300000,0
D&J-IND,60,20110302,230000,12051.3200000,12103.6600000,12036.0000000,12087.5000000,0
D&J-IND,60,20110303,000000,12087.1200000,12104.4900000,12053.9700000,12066.9500000,0
D&J-IND,60,20110303,010000,12065.9700000,12066.8000000,12065.9700000,12066.8000000,0
D&J-IND,60,20110303,180000,12070.6600000,12230.4300000,12070.5100000,12224.7500000,0
D&J-IND,60,20110303,190000,12224.4500000,12249.1600000,12208.8600000,12233.9500000,0
D&J-IND,60,20110303,200000,12234.5500000,12253.2800000,12222.1800000,12249.8800000,0
D&J-IND,60,20110303,210000,12249.6900000,12255.7400000,12232.8100000,12248.6700000,0
D&J-IND,60,20110303,220000,12248.5100000,12253.2100000,12241.1000000,12248.1700000,0
D&J-IND,60,20110303,230000,12248.3300000,12281.9700000,12248.1400000,12280.8700000,0
D&J-IND,60,20110304,000000,12281.0200000,12283.1000000,12251.6200000,12258.3500000,0
D&J-IND,60,20110304,010000,12259.1100000,12259.4900000,12258.1300000,12258.2000000,0
D&J-IND,60,20110304,180000,12258.8800000,12271.3700000,12238.7500000,12248.2100000,0
D&J-IND,60,20110304,190000,12248.8900000,12254.5700000,12178.5100000,12208.3300000,0
D&J-IND,60,20110304,200000,12208.7000000,12214.0000000,12159.1300000,12162.4600000,0
D&J-IND,60,20110304,210000,12162.6100000,12162.9200000,12079.5100000,12101.0100000,0
D&J-IND,60,20110304,220000,12100.2500000,12123.2600000,12083.1500000,12100.1800000,0
D&J-IND,60,20110304,230000,12099.3400000,12118.4500000,12083.1800000,12118.4500000,0
D&J-IND,60,20110305,000000,12118.6000000,12172.7600000,12083.0700000,12166.8500000,0
D&J-IND,60,20110305,010000,12166.1000000,12169.8800000,12166.1000000,12169.8800000,0
D&J-IND,60,20110307,180000,12172.2300000,12242.1600000,12170.9400000,12236.0300000,0
D&J-IND,60,20110307,190000,12235.5700000,12243.4400000,12146.4200000,12153.9900000,0
D&J-IND,60,20110307,200000,12153.6100000,12153.6100000,12081.0700000,12090.9000000,0
D&J-IND,60,20110307,210000,12090.6400000,12112.8900000,12058.0600000,12059.3400000,0
D&J-IND,60,20110307,220000,12061.5400000,12070.0500000,12041.6000000,12057.1500000,0
D&J-IND,60,20110307,230000,12057.2200000,12087.3500000,12047.8000000,12083.4900000,0
D&J-IND,60,20110308,000000,12080.7200000,12129.4600000,12066.9900000,12092.0800000,0
D&J-IND,60,20110308,010000,12092.6100000,12092.6800000,12089.4300000,12090.0300000,0
D&J-IND,60,20110308,180000,12085.4200000,12117.9600000,12072.2100000,12107.0600000,0
D&J-IND,60,20110308,190000,12107.4400000,12176.6900000,12107.4400000,12170.3700000,0
D&J-IND,60,20110308,200000,12170.0700000,12243.9000000,12156.7500000,12243.6700000,0
D&J-IND,60,20110308,210000,12243.6300000,12251.2000000,12223.2000000,12227.3200000,0
D&J-IND,60,20110308,220000,12227.1700000,12238.1800000,12225.1300000,12233.8300000,0
D&J-IND,60,20110308,230000,12233.9800000,12243.7500000,12207.2700000,12239.4300000,0
D&J-IND,60,20110309,000000,12239.2800000,12248.8900000,12214.6800000,12214.6800000,0
D&J-IND,60,20110309,010000,12214.8400000,12215.2900000,12214.3800000,12214.3800000,0
D&J-IND,60,20110309,180000,12211.1600000,12217.4100000,12156.6000000,12182.7100000,0
D&J-IND,60,20110309,190000,12182.7500000,12242.6100000,12166.7800000,12177.8600000,0
D&J-IND,60,20110309,200000,12178.0200000,12231.6700000,12161.6300000,12224.3300000,0
D&J-IND,60,20110309,210000,12224.7100000,12257.8200000,12216.8800000,12228.5000000,0
D&J-IND,60,20110309,220000,12218.5800000,12238.6800000,12204.2800000,12213.3600000,0
D&J-IND,60,20110309,230000,12213.6200000,12235.4600000,12195.5700000,12223.3100000,0
D&J-IND,60,20110310,000000,12223.2400000,12237.1200000,12201.5900000,12213.3200000,0
D&J-IND,60,20110310,010000,12213.7000000,12213.7000000,12213.0200000,12213.0900000,0
D&J-IND,60,20110310,180000,12208.1000000,12208.3300000,12012.9100000,12029.4100000,0
D&J-IND,60,20110310,190000,12029.1800000,12041.6000000,11988.5800000,12029.0700000,0
D&J-IND,60,20110310,200000,12029.7100000,12071.0700000,12012.1600000,12068.8800000,0
D&J-IND,60,20110310,210000,12068.9600000,12073.9500000,12032.4800000,12064.9800000,0
D&J-IND,60,20110310,220000,12065.2900000,12080.4600000,11974.3900000,12001.0300000,0
D&J-IND,60,20110310,230000,12001.1800000,12041.5600000,12000.9500000,12021.2400000,0
D&J-IND,60,20110311,000000,12021.8400000,12025.8500000,11976.5800000,11985.2100000,0
D&J-IND,60,20110311,010000,11984.9900000,11985.1400000,11984.6100000,11984.6100000,0
D&J-IND,60,20110311,180000,11976.2100000,11990.8900000,11945.9300000,11970.8300000,0
D&J-IND,60,20110311,190000,11968.6400000,11984.0800000,11936.3200000,11967.2400000,0
D&J-IND,60,20110311,200000,11967.4600000,12012.5700000,11945.8600000,12001.8200000,0
D&J-IND,60,20110311,210000,12002.0900000,12027.7500000,12000.5000000,12018.7400000,0
D&J-IND,60,20110311,220000,12018.0600000,12018.0600000,11991.4600000,12003.1900000,0
D&J-IND,60,20110311,230000,12002.8800000,12046.8900000,11999.2900000,12043.1500000,0
D&J-IND,60,20110312,000000,12042.3200000,12087.0100000,12042.0900000,12042.8100000,0
D&J-IND,60,20110312,010000,12042.2800000,12044.4000000,12041.0700000,12044.4000000,0
D&J-IND,60,20110314,170000,12039.1700000,12039.5500000,11963.7900000,11998.5700000,0
D&J-IND,60,20110314,180000,11998.3400000,12014.9200000,11944.4900000,11952.8200000,0
D&J-IND,60,20110314,190000,11953.2700000,11966.5200000,11906.5000000,11924.8200000,0
D&J-IND,60,20110314,200000,11924.9700000,11931.1700000,11897.3100000,11921.6800000,0
D&J-IND,60,20110314,210000,11921.6000000,11941.8500000,11912.0300000,11931.6300000,0
D&J-IND,60,20110314,220000,11931.5500000,11971.4400000,11931.5500000,11939.9200000,0
D&J-IND,60,20110314,230000,11939.6500000,12004.5900000,11932.9500000,11992.1700000,0
D&J-IND,60,20110315,000000,11991.5700000,11993.1600000,11991.2700000,11993.1600000,0
D&J-IND,60,20110315,170000,11983.6200000,11983.6200000,11696.2500000,11724.6300000,0
D&J-IND,60,20110315,180000,11724.7900000,11799.1800000,11717.9700000,11784.8400000,0
D&J-IND,60,20110315,190000,11782.2700000,11791.7300000,11758.2400000,11789.2700000,0
D&J-IND,60,20110315,200000,11789.4200000,11841.3400000,11775.0800000,11802.7400000,0
D&J-IND,60,20110315,210000,11802.9700000,11813.6800000,11777.3900000,11812.5800000,0
D&J-IND,60,20110315,220000,11812.7700000,11874.8700000,11789.6500000,11845.2700000,0
D&J-IND,60,20110315,230000,11844.3700000,11914.9800000,11841.6400000,11854.0200000,0
D&J-IND,60,20110316,000000,11853.9400000,11855.6400000,11852.5400000,11855.4200000,0
D&J-IND,60,20110316,170000,11824.7600000,11827.0300000,11759.0700000,11789.8400000,0
D&J-IND,60,20110316,180000,11789.6100000,11822.3000000,11762.6300000,11762.6300000,0
D&J-IND,60,20110316,190000,11760.9600000,11762.1700000,11660.8300000,11712.4100000,0
D&J-IND,60,20110316,200000,11712.1100000,11714.8700000,11665.4500000,11698.4500000,0
D&J-IND,60,20110316,210000,11700.8700000,11714.1100000,11647.5100000,11655.3500000,0
D&J-IND,60,20110316,220000,11655.4200000,11705.4100000,11555.4800000,11681.6100000,0
D&J-IND,60,20110316,230000,11681.2300000,11699.8500000,11609.6000000,11614.5900000,0
D&J-IND,60,20110317,000000,11615.2000000,11615.2000000,11613.2300000,11613.3000000,0
D&J-IND,60,20110317,170000,11617.6600000,11761.8700000,11617.1600000,11725.8800000,0
D&J-IND,60,20110317,180000,11727.9300000,11778.9000000,11721.2300000,11769.1000000,0
D&J-IND,60,20110317,190000,11768.8700000,11784.6100000,11732.0500000,11739.9600000,0
D&J-IND,60,20110317,200000,11740.1900000,11778.8200000,11736.2500000,11753.4300000,0
D&J-IND,60,20110317,210000,11752.3300000,11775.3800000,11694.9300000,11713.8900000,0
D&J-IND,60,20110317,220000,11715.7000000,11764.4800000,11699.6600000,11751.9600000,0
D&J-IND,60,20110317,230000,11751.8000000,11800.5400000,11737.5400000,11772.5400000,0
D&J-IND,60,20110318,000000,11772.9200000,11774.5900000,11772.8400000,11774.5900000,0
D&J-IND,60,20110318,170000,11777.2300000,11927.0900000,11777.2300000,11904.1900000,0
D&J-IND,60,20110318,180000,11904.2300000,11909.6000000,11870.6700000,11904.5300000,0
D&J-IND,60,20110318,190000,11904.3800000,11924.7400000,11856.5100000,11886.3300000,0
D&J-IND,60,20110318,200000,11885.4200000,11900.9400000,11876.6100000,11876.6100000,0
D&J-IND,60,20110318,210000,11876.7600000,11895.6800000,11873.3500000,11874.6000000,0
D&J-IND,60,20110318,220000,11874.6800000,11877.4800000,11830.9700000,11841.6800000,0
D&J-IND,60,20110318,230000,11838.5000000,11861.8500000,11827.2200000,11859.2800000,0
D&J-IND,60,20110319,000000,11859.3500000,11860.6400000,11856.0200000,11858.5200000,0
D&J-IND,60,20110321,170000,11863.0600000,12062.1100000,11862.9100000,12056.1700000,0
D&J-IND,60,20110321,180000,12056.6200000,12078.3000000,12043.1100000,12050.0700000,0
D&J-IND,60,20110321,190000,12051.1300000,12069.1800000,12036.8700000,12043.8700000,0
D&J-IND,60,20110321,200000,12043.9400000,12056.6200000,12038.6800000,12042.7700000,0
D&J-IND,60,20110321,210000,12042.6900000,12048.1000000,12027.1800000,12047.7300000,0
D&J-IND,60,20110321,220000,12048.1000000,12050.7500000,12028.4300000,12028.4300000,0
D&J-IND,60,20110321,230000,12028.2800000,12038.9100000,12008.1800000,12034.4800000,0
D&J-IND,60,20110322,000000,12035.3900000,12036.7500000,12035.3900000,12036.5300000,0
D&J-IND,60,20110322,170000,12036.3700000,12050.1900000,12019.6500000,12021.5400000,0
D&J-IND,60,20110322,180000,12021.6900000,12050.9800000,12002.8500000,12003.2200000,0
D&J-IND,60,20110322,190000,12003.9800000,12034.4400000,12003.9800000,12029.6400000,0
D&J-IND,60,20110322,200000,12029.7900000,12039.7400000,12017.7600000,12025.7000000,0
D&J-IND,60,20110322,210000,12025.5500000,12039.3600000,12013.3300000,12033.2000000,0
D&J-IND,60,20110322,220000,12033.8400000,12036.8700000,12009.2000000,12022.3700000,0
D&J-IND,60,20110322,230000,12022.6400000,12032.6700000,12014.8400000,12017.6800000,0
D&J-IND,60,20110323,000000,12016.8900000,12018.7000000,12016.7300000,12018.6300000,0
D&J-IND,60,20110323,170000,12018.4700000,12023.9200000,11986.8000000,12014.5000000,0
D&J-IND,60,20110323,180000,12015.1100000,12015.1100000,11972.8000000,11981.7700000,0
D&J-IND,60,20110323,190000,11984.2700000,12021.5400000,11984.2700000,12006.1800000,0
D&J-IND,60,20110323,200000,12006.2500000,12049.1600000,12001.0700000,12045.3000000,0
D&J-IND,60,20110323,210000,12045.0800000,12081.7500000,12032.0200000,12073.0400000,0
D&J-IND,60,20110323,220000,12072.6600000,12073.4200000,12059.4200000,12071.8300000,0
D&J-IND,60,20110323,230000,12097.5600000,12116.1400000,12083.9800000,12084.9600000,0
D&J-IND,60,20110324,000000,12085.1100000,12086.1700000,12085.1100000,12086.0200000,0
D&J-IND,60,20110324,170000,12110.3200000,12145.6600000,12108.3500000,12119.7000000,0
D&J-IND,60,20110324,180000,12119.6600000,12161.9700000,12098.8100000,12158.2200000,0
D&J-IND,60,20110324,190000,12158.9100000,12166.0200000,12150.0900000,12159.6600000,0
D&J-IND,60,20110324,200000,12159.4400000,12184.5200000,12148.9200000,12155.4200000,0
D&J-IND,60,20110324,210000,12155.5800000,12168.1800000,12143.8400000,12156.5600000,0
D&J-IND,60,20110324,220000,12156.4800000,12173.2900000,12156.4100000,12163.6000000,0
D&J-IND,60,20110324,230000,12164.0500000,12191.1800000,12159.6200000,12171.7700000,0
D&J-IND,60,20110325,000000,12172.5300000,12172.5300000,12170.4800000,12170.5600000,0
D&J-IND,60,20110325,170000,12171.0900000,12212.4900000,12171.0900000,12197.2400000,0
D&J-IND,60,20110325,180000,12198.3400000,12243.6000000,12188.6100000,12240.4500000,0
D&J-IND,60,20110325,190000,12240.8300000,12252.4500000,12235.3500000,12243.4800000,0
D&J-IND,60,20110325,200000,12243.6300000,12259.7900000,12235.9100000,12236.1800000,0
D&J-IND,60,20110325,210000,12236.2500000,12246.6600000,12225.9200000,12235.5300000,0
D&J-IND,60,20110325,220000,12235.6100000,12242.1900000,12216.2700000,12235.9500000,0
D&J-IND,60,20110325,230000,12235.8000000,12242.4600000,12210.0300000,12219.9100000,0
D&J-IND,60,20110326,000000,12220.2100000,12220.5900000,12219.7500000,12220.5900000,0
D&J-IND,60,20110328,180000,12222.4800000,12265.9600000,12221.1200000,12259.8700000,0
D&J-IND,60,20110328,190000,12263.3500000,12272.8500000,12249.4600000,12250.6700000,0
D&J-IND,60,20110328,200000,12250.1800000,12252.5600000,12232.5800000,12244.5800000,0
D&J-IND,60,20110328,210000,12245.1100000,12248.4800000,12236.9000000,12243.5200000,0
D&J-IND,60,20110328,220000,12243.4400000,12255.4800000,12241.1000000,12241.7400000,0
D&J-IND,60,20110328,230000,12241.8200000,12253.7400000,12233.4900000,12241.7400000,0
D&J-IND,60,20110329,000000,12241.8200000,12250.8600000,12199.2400000,12201.5900000,0
D&J-IND,60,20110329,010000,12201.5200000,12201.5200000,12198.1900000,12198.1900000,0
D&J-IND,60,20110329,180000,12194.4800000,12203.8600000,12174.6500000,12180.7000000,0
D&J-IND,60,20110329,190000,12179.9500000,12241.0600000,12175.1800000,12235.3100000,0
D&J-IND,60,20110329,200000,12235.5300000,12259.4100000,12230.7700000,12258.5000000,0
D&J-IND,60,20110329,210000,12258.5800000,12265.0500000,12250.1000000,12262.6300000,0
D&J-IND,60,20110329,220000,12262.6700000,12267.4400000,12255.3600000,12259.2200000,0
D&J-IND,60,20110329,230000,12259.1500000,12282.9900000,12258.8100000,12280.9800000,0
D&J-IND,60,20110330,000000,12281.0600000,12285.4100000,12267.6200000,12278.0300000,0
D&J-IND,60,20110330,010000,12278.2600000,12279.0100000,12278.0300000,12279.0100000,0
D&J-IND,60,20110330,180000,12281.8200000,12347.3200000,12281.6600000,12344.2500000,0
D&J-IND,60,20110330,190000,12346.2200000,12358.8600000,12327.3800000,12358.1000000,0
D&J-IND,60,20110330,200000,12358.1800000,12359.4700000,12344.7800000,12349.0600000,0
D&J-IND,60,20110330,210000,12349.0200000,12372.0300000,12345.8100000,12367.3000000,0
D&J-IND,60,20110330,220000,12367.4500000,12383.4600000,12363.8200000,12370.0600000,0
D&J-IND,60,20110330,230000,12370.1400000,12378.1200000,12363.6700000,12371.1600000,0
D&J-IND,60,20110331,000000,12371.0800000,12374.6400000,12346.1800000,12349.2500000,0
D&J-IND,60,20110331,010000,12349.4000000,12350.6100000,12348.9500000,12350.6100000,0
D&J-IND,60,20110331,180000,12350.7600000,12371.6500000,12345.4600000,12353.6400000,0
D&J-IND,60,20110331,190000,12354.5500000,12381.6800000,12343.0400000,12369.6800000,0
D&J-IND,60,20110331,200000,12369.6100000,12370.6700000,12332.6000000,12337.1000000,0
D&J-IND,60,20110331,210000,12337.1800000,12365.6700000,12336.2300000,12361.5900000,0
D&J-IND,60,20110331,220000,12361.5100000,12363.7800000,12352.6500000,12352.6500000,0
D&J-IND,60,20110331,230000,12352.2800000,12360.7500000,12340.8500000,12353.0300000,0
D&J-IND,60,20110401,000000,12352.6900000,12352.6900000,12319.0100000,12322.6500000,0
D&J-IND,60,20110401,010000,12323.5900000,12323.5900000,12319.5100000,12319.7300000,0
D&J-IND,60,20110401,180000,12323.6700000,12376.4900000,12323.2100000,12354.5500000,0
D&J-IND,60,20110401,190000,12352.9600000,12414.0300000,12351.7800000,12401.7400000,0
D&J-IND,60,20110401,200000,12401.7700000,12418.5400000,12399.1200000,12415.4700000,0
D&J-IND,60,20110401,210000,12415.4000000,12419.7100000,12401.5100000,12405.8200000,0
D&J-IND,60,20110401,220000,12405.5200000,12405.5200000,12394.1700000,12403.3600000,0
D&J-IND,60,20110401,230000,12403.5100000,12408.8500000,12369.5300000,12375.4000000,0
D&J-IND,60,20110402,000000,12374.7900000,12385.0500000,12344.5900000,12372.4800000,0
D&J-IND,60,20110402,010000,12372.1100000,12376.7200000,12372.1100000,12376.7200000,0
D&J-IND,60,20110404,180000,12375.1300000,12407.4100000,12374.3000000,12386.8300000,0
D&J-IND,60,20110404,190000,12386.9000000,12399.9600000,12375.7000000,12384.5200000,0
D&J-IND,60,20110404,200000,12384.5900000,12400.7900000,12379.1400000,12396.5500000,0
D&J-IND,60,20110404,210000,12396.7000000,12401.3600000,12385.3500000,12389.0600000,0
D&J-IND,60,20110404,220000,12389.0200000,12398.9700000,12371.0100000,12377.7100000,0
D&J-IND,60,20110404,230000,12377.6300000,12390.4200000,12369.1500000,12387.0900000,0
D&J-IND,60,20110405,000000,12387.3900000,12402.6800000,12376.8400000,12398.6700000,0
D&J-IND,60,20110405,010000,12398.9700000,12400.1100000,12398.9700000,12400.0300000,0
D&J-IND,60,20110405,180000,12402.0000000,12403.5900000,12362.8700000,12367.7900000,0
D&J-IND,60,20110405,190000,12367.5600000,12423.9500000,12354.6200000,12403.1400000,0
D&J-IND,60,20110405,200000,12403.0200000,12430.7600000,12399.9200000,12427.7300000,0
D&J-IND,60,20110405,210000,12427.5800000,12434.5100000,12416.7600000,12427.0500000,0
D&J-IND,60,20110405,220000,12426.9800000,12438.1400000,12424.6300000,12430.2300000,0
D&J-IND,60,20110405,230000,12430.1500000,12434.5800000,12406.5400000,12416.6400000,0
D&J-IND,60,20110406,000000,12416.7200000,12418.2700000,12381.4500000,12393.2200000,0
D&J-IND,60,20110406,010000,12393.7500000,12393.9000000,12393.1500000,12393.9000000,0
D&J-IND,60,20110406,180000,12386.6600000,12445.1000000,12386.6600000,12429.1300000,0
D&J-IND,60,20110406,190000,12428.9100000,12450.9300000,12416.3000000,12442.5300000,0
D&J-IND,60,20110406,200000,12442.6000000,12443.7000000,12401.4700000,12401.7000000,0
D&J-IND,60,20110406,210000,12400.2600000,12420.0500000,12396.5500000,12415.2100000,0
D&J-IND,60,20110406,220000,12415.1300000,12428.7200000,12412.0700000,12422.0600000,0
D&J-IND,60,20110406,230000,12421.4500000,12429.7000000,12411.6100000,12425.0800000,0
D&J-IND,60,20110407,000000,12425.2300000,12439.0100000,12423.4900000,12427.6600000,0
D&J-IND,60,20110407,010000,12428.0400000,12428.4100000,12426.7500000,12426.7500000,0
D&J-IND,60,20110407,180000,12426.4500000,12438.3700000,12406.1600000,12436.5500000,0
D&J-IND,60,20110407,190000,12436.1700000,12440.5600000,12331.0100000,12385.2000000,0
D&J-IND,60,20110407,200000,12385.1200000,12397.0800000,12328.3600000,12386.4100000,0
D&J-IND,60,20110407,210000,12386.1100000,12409.8300000,12377.4800000,12402.6800000,0
