days,<TIME>,<OPEN>
2320,13,17701.9876874
2320,14,17738.1189074
2320,15,17707.7778829
2321,8,17727.2585407
2321,9,17863.3031341
2321,10,17877.753622
2321,11,17892.3141136
2321,12,17900.7443982
2321,13,17901.3844198
2321,14,17892.4841193
2321,15,17929.7053761
2322,8,17919.6350361
2322,9,17829.952008
2322,10,17853.5528049
2322,11,17807.4212473
2322,12,17797.0508971
2322,13,17769.3099605
2322,14,17722.3283742
2322,15,17713.9380909
2323,8,17722.6083837
2323,9,17736.5788554
2323,10,17703.7377465
2323,11,17640.4856109
2323,12,17697.2675281
2323,13,17715.4781429
2323,14,17763.7297721
2323,15,17725.5484829
2324,8,17711.718016
2324,9,17696.1674909
2324,10,17662.0963406
2324,11,17685.0071141
2324,12,17645.1857696
2324,13,17578.203508
2324,14,17544.9523853
2324,15,17535.4720652
2327,8,17532.3519599
2327,9,17610.0145821
2327,10,17646.3458088
2327,11,17690.0772853
2327,12,17695.3774643
2327,13,17697.3375304
2327,14,17743.0790748
2327,15,17711.3380031
2328,8,17702.0576898
2328,9,17650.8959624
2328,10,17678.4968943
2328,11,17670.6566296
2328,12,17611.5846351
2328,13,17560.1528985
2328,14,17522.9316418
2328,15,17528.3118235
2329,8,17501.8709307
2329,9,17499.1708396
2329,10,17521.4315912
2329,11,17541.9622844
2329,12,17591.8139675
2329,13,17602.3443231
2329,14,17499.4108477
2329,15,17525.3617239
2330,8,17507.0111043
2330,9,17366.8263711
2330,10,17346.1756739
2330,11,17370.6264994
2330,12,17358.916104
2330,13,17402.6375802
2330,14,17404.0776288
2330,15,17434.8586681
2331,8,17442.4989261
2331,9,17554.2026976
2331,10,17538.4421655
2331,11,17547.3824674
2331,12,17539.3721969
2331,13,17502.4309496
2331,14,17506.3610823
2331,15,17499.1408385
2334,8,17507.6311252
2334,9,17509.3111819
2334,10,17515.8514028
2334,11,17503.4509841
2334,12,17530.1618859
2334,13,17537.3821297
2334,14,17528.8218407
2334,15,17498.2108071
2335,8,17527.2817887
2335,9,17663.946403
2335,10,17697.057521
2335,11,17711.0279927
2335,12,17712.4380403
2335,13,17692.0973535
2335,14,17707.09786
2335,15,17705.1077928
2336,8,17735.6888253
2336,9,17832.4220914
2336,10,17867.3132695
2336,11,17864.2331655
2336,12,17857.8329494
2336,13,17874.2635041
2336,14,17852.5527711
2336,15,17848.2726266
2337,8,17860.6030429
2337,9,17837.8622751
2337,10,17807.561252
2337,11,17824.2318149
2337,12,17810.7813607
2337,13,17827.5619273
2337,14,17830.60203
2337,15,17827.5919283
2338,8,17827.4519236
2338,9,17851.2527272
2338,10,17851.4627343
2338,11,17863.3031341
2338,12,17861.5930763
2338,13,17838.482296
2338,14,17848.6826404
2338,15,17871.0833968
2342,8,17892.1041065
2342,9,17861.0830591
2342,10,17830.662032
2342,11,17790.6406807
2342,12,17780.8903515
2342,13,17779.4803039
2342,14,17732.4987176
2342,15,17782.5304069
2343,8,17755.1494824
2343,9,17681.3069892
2343,10,17738.728928
2343,11,17759.8296404
2343,12,17783.2504312
2343,13,17763.1797535
2343,14,17796.0908647
2343,15,17788.4206057
2344,8,17789.6506473
2344,9,17716.1981672
2344,10,17767.5299004
2344,11,17783.8304508
2344,12,17785.5105075
2344,13,17794.7508195
2344,14,17815.3015134
2344,15,17835.6021988
2345,8,17798.4909458
2345,9,17738.2189107
2345,10,17766.3298599
2345,11,17807.9712659
2345,12,17766.1598541
2345,13,17795.0308289
2345,14,17819.4416531
2345,15,17807.531251
2348,8,17826.2918844
2348,9,17900.114377
2348,10,17920.1150523
2348,11,17919.5650337
2348,12,17881.4237459
2348,13,17927.4452998
2348,14,17937.2056293
2348,15,17919.8450431
2349,8,17936.8256165
2349,9,17982.9471737
2349,10,17984.6272304
2349,11,17985.3472548
2349,12,17995.4475958
2349,13,17980.8671035
2349,14,17982.0571437
2349,15,17942.9858245
2350,8,17932.5154709
2350,9,18010.7581127
2350,10,17973.9468698
2350,11,17989.4573935
2350,12,17985.3472548
2350,13,17978.0170073
2350,14,18009.5580722
2350,15,18005.8579473
2351,8,17970.5867564
2351,9,17964.6665565
2351,10,17945.4259069
2351,11,17926.5152684
2351,12,17956.3062742
2351,13,17962.4364812
2351,14,17988.6373658
2351,15,17987.2273182
2352,8,17939.4257043
2352,9,17860.5330405
2352,10,17908.764669
2352,11,17907.2746187
2352,12,17887.6239552
2352,13,17830.2320175
2352,14,17834.2721539
2352,15,17868.1332972
2355,8,17819.1016417
2355,9,17841.0123814
2355,10,17873.7134856
2355,11,17792.840755
2355,12,17828.2819516
2355,13,17789.4106392
2355,14,17785.7505156
2355,15,17734.1787743
2356,8,17711.3680042
2356,9,17705.2077962
2356,10,17626.005122
2356,11,17617.8048451
2356,12,17652.8560286
2356,13,17618.0248525
2356,14,17608.0945172
2356,15,17677.1968504
2357,8,17710.237966
2357,9,17724.9984644
2357,10,17732.2587095
2357,11,17720.278305
2357,12,17696.1674909
2357,13,17732.9087315
2357,14,17735.5488206
2357,15,17646.9958307
2358,8,17602.8243393
2358,9,17491.9105944
2358,10,17528.1418177
2358,11,17543.9623519
2358,12,17640.1455994
2358,13,17630.0852597
2358,14,17697.2975291
2358,15,17735.3388135
2359,8,17734.0387696
2359,9,17702.6777107
2359,10,17654.0460687
2359,11,17631.6553127
2359,12,17653.2260411
2359,13,17675.3167869
2359,14,17702.507705
2359,15,17674.7367673
2362,8,17737.4688854
2362,9,17912.8248061
2362,10,17910.3547227
2362,11,17874.5435136
2362,12,17883.3038094
2362,13,17873.7134856
2362,14,17884.1238371
2362,15,17807.4212473
2363,8,17827.9319398
2363,9,17829.7119999
2363,10,17823.0017733
2363,11,17825.6818638
2363,12,17824.0018071
2363,13,17826.0518763
2363,14,17854.0928231
2363,15,17828.1719479
2364,8,17833.2721201
2364,9,17873.6834846
2364,10,17907.7546349
2364,11,17854.682843
2364,12,17824.6018274
2364,13,17817.8015978
2364,14,17810.5913543
2364,15,17781.3303664
2365,8,17844.7125064
2365,9,17914.7448709
2365,10,17931.5854395
2365,11,17962.9864998
2365,12,17939.1056935
2365,13,17941.1257617
2365,14,17954.8062236
2365,15,18009.0080536
2366,8,17945.3859055
2366,9,17609.9345794
2366,10,17593.5140249
2366,11,17557.1127959
2366,12,17486.0603969
2366,13,17504.6810256
2366,14,17453.1492857
2366,15,17401.5475434
2369,8,17355.7959987
2369,9,17171.3297704
2369,10,17077.2265931
2369,11,17149.2790259
2369,12,17149.0390178
2369,13,17120.2080443
2369,14,17089.0069908
2369,15,17141.4387611
2370,8,17191.0904376
2370,9,17348.1557407
2370,10,17286.383655
2370,11,17295.7339707
2370,12,17299.7741072
2370,13,17282.9235382
2370,14,17363.9462739
2370,15,17408.5677804
2371,8,17456.6094025
2371,9,17536.6621054
2371,10,17589.6438943
2371,11,17640.2456028
2371,12,17638.0855299
2371,13,17649.4259127
2371,14,17679.6269325
2371,15,17691.9873498
2372,8,17713.3580713
2372,9,17720.9283269
2372,10,17779.4803039
2372,11,17825.9518729
2372,12,17884.4338475
2372,13,17882.9937989
2372,14,17908.1646488
2372,15,17931.1454247
2373,8,17924.845212
2373,9,17978.3670191
2373,10,17986.6172976
2373,11,17976.3069495
2373,12,17960.3164096
2373,13,17951.8961253
2373,14,17944.9058893
2373,15,17946.7559518
2377,8,17905.0545438
2377,9,17851.1527238
2377,10,17854.2028268
2377,11,17833.5521296
2377,12,17823.5817929
2377,13,17798.7909559
2377,14,17812.0414033
2377,15,17838.6223008
2378,8,17808.0712692
2378,9,17771.2300253
2378,10,17784.3804693
2378,11,17839.6423352
2378,12,17889.7640275
2378,13,17877.4536118
2378,14,17915.1548848
2378,15,17919.0550165
2379,8,17924.845212
2379,9,17976.5169566
2379,10,17922.71514
2379,11,17903.1644799
2379,12,17860.1230267
2379,13,17859.6430105
2379,14,17825.9518729
2379,15,17893.7041605
2380,8,17971.8267982
2380,9,18045.2292766
2380,10,18067.2200191
2380,11,18097.871054
2380,12,18107.0113626
2380,13,18125.0819727
2380,14,18149.6928037
2380,15,18141.6025305
2383,8,18162.1432241
2383,9,18234.7756764
2383,10,18244.9060185
2383,11,18258.6764834
2383,12,18280.2772127
2383,13,18259.2665033
2383,14,18251.9662568
2383,15,18224.1353172
2384,8,18259.7365192
2384,9,18325.5487413
2384,10,18310.6582385
2384,11,18349.3795459
2384,12,18349.7995601
2384,13,18341.8792926
2384,14,18350.7895935
2384,15,18347.8794952
2385,8,18357.3998167
2385,9,18346.9894652
2385,10,18358.8398653
2385,11,18328.0488257
2385,12,18353.3596803
2385,13,18349.9295645
2385,14,18373.9703762
2385,15,18370.9202732
2386,8,18414.9217588
2386,9,18507.7948946
2386,10,18512.9250678
2386,11,18510.7049929
2386,12,18502.3647113
2386,13,18479.2339303
2386,14,18505.6648227
2386,15,18504.844795
2387,8,18509.5049523
2387,9,18536.2458552
2387,10,18532.5457303
2387,11,18491.9343591
2387,12,18479.9539546
2387,13,18503.0347339
2387,14,18509.6049557
2387,15,18514.025105
2390,8,18522.1753801
2390,9,18514.055106
2390,10,18550.1863259
2390,11,18543.1660889
2390,12,18526.0055095
2390,13,18533.3457573
2390,14,18540.2159893
2390,15,18533.0657478
2391,8,18503.7447579
2391,9,18523.0654102
2391,10,18540.8660112
2391,11,18517.0652076
2391,12,18535.0158137
2391,13,18519.4352876
2391,14,18538.5059315
2391,15,18561.1166949
2392,8,18592.097741
2392,9,18570.5270127
2392,10,18601.8580705
2392,11,18611.0983825
2392,12,18604.0781455
2392,13,18610.758371
2392,14,18610.2483538
2392,15,18595.5578578
2393,8,18588.7776289
2393,9,18557.8565849
2393,10,18585.6275225
2393,11,18530.0156449
2393,12,18507.6548899
2393,13,18494.3344401
2393,14,18486.8341869
2393,15,18515.7651637
2394,8,18528.745602
2394,9,18497.4145441
2394,10,18523.1654136
2394,11,18541.5560345
2394,12,18539.8759778
2394,13,18544.236125
2394,14,18554.5664738
2394,15,18568.5069445
2397,8,18555.1164924
2397,9,18509.2649442
2397,10,18477.7238793
2397,11,18466.4634991
2397,12,18472.6237071
2397,13,18474.5937736
2397,14,18464.8134434
2397,15,18493.6844182
2398,8,18497.9945637
2398,9,18499.8446262
2398,10,18392.3909981
2398,11,18447.7928687
2398,12,18456.8731753
2398,13,18432.1523406
2398,14,18438.0025381
2398,15,18474.6137743
2399,8,18473.89375
2399,9,18540.2659909
2399,10,18476.353833
2399,11,18449.8129369
2399,12,18457.723204
2399,13,18469.5736041
2399,14,18503.6147535
2399,15,18475.463803
2400,8,18440.4026192
2400,9,18444.7527661
2400,10,18376.6104653
2400,11,18402.7113466
2400,12,18409.4815752
2400,13,18445.0527762
2400,14,18449.8129369
2400,15,18455.9131429
2401,8,18436.842499
2401,9,18401.4313034
2401,10,18423.1420364
2401,11,18452.6430325
2401,12,18431.8723312
2401,13,18441.1926459
2401,14,18432.0423369
2401,15,18429.17224
2404,8,18438.2825476
2404,9,18406.5714769
2404,10,18432.6923588
2404,11,18416.7718213
2404,12,18379.9405777
2404,13,18403.4713722
2404,14,18399.9912547
2404,15,18404.7914168
2405,8,18401.7713148
2405,9,18362.6699946
2405,10,18284.8673677
2405,11,18287.3374511
2405,12,18269.4968487
2405,13,18260.0765307
2405,14,18295.0377111
2405,15,18314.8283793
2406,8,18313.6983412
2406,9,18313.9783506
2406,10,18330.9389233
2406,11,18338.2591704
2406,12,18339.5892153
2406,13,18329.9288892
2406,14,18318.5985066
2406,15,18350.2695759
2407,8,18365.0700757
2407,9,18349.2095401
2407,10,18361.9599707
2407,11,18359.1398754
2407,12,18350.7895935
2407,13,18342.3293078
2407,14,18340.3092396
2407,15,18354.1097056
2408,8,18408.6215461
2408,9,18503.2047396
2408,10,18503.9547649
2408,11,18506.2548426
2408,12,18512.9650692
2408,13,18517.8552343
2408,14,18516.5551904
2408,15,18540.0859849
2411,8,18541.2760251
2411,9,18541.1460207
2411,10,18529.6756334
2411,11,18525.015476
2411,12,18518.02524
2411,13,18524.5054588
2411,14,18510.3949824
2411,15,18530.0156449
2412,8,18538.6759373
2412,9,18573.3271072
2412,10,18572.3470741
2412,11,18572.7470876
2412,12,18541.6560379
2412,13,18531.1556834
2412,14,18524.3954551
2412,15,18533.2657546
2413,8,18542.1060531
2413,9,18534.5357975
2413,10,18535.9358447
2413,11,18494.8144563
2413,12,18510.7649949
2413,13,18497.5545488
2413,14,18475.9138182
2413,15,18497.7245546
2414,8,18519.7052967
2414,9,18558.0565916
2414,10,18604.6581651
2414,11,18626.8489143
2414,12,18625.4788681
2414,13,18623.8088117
2414,14,18618.0486172
2414,15,18612.948445
2415,8,18593.2577802
2415,9,18590.2776795
2415,10,18601.9580739
2415,12,18548.6762749
2415,13,18546.3361959
2415,14,18566.5468783
2415,15,18574.8671592
2418,8,18592.2377457
2418,9,18645.4495424
2418,10,18665.2702116
2418,11,18651.8197574
2418,12,18653.5298152
2418,13,18653.3598094
2418,14,18655.3098753
2418,15,18636.6092439
2419,8,18615.1085179
2419,9,18585.3175121
2419,10,18586.827563
2419,11,18593.9478035
2419,12,18594.3578173
2419,13,18570.7670208
2419,14,18584.0874705
2419,15,18553.8764505
2420,8,18537.7159048
2420,9,18484.024092
2420,10,18500.0546333
2420,11,18469.5536034
2420,12,18530.0856472
2420,13,18541.1060193
2420,14,18562.2667338
2420,15,18571.4770448
2421,8,18567.1668992
2421,9,18569.6669836
2421,10,18599.9680067
2421,11,18566.2768692
2421,12,18549.9763188
2421,13,18566.0768624
2421,14,18567.9169246
2421,15,18595.9278703
2422,8,18585.7975283
2422,9,18504.2247741
2422,10,18565.766852
2422,11,18567.9569259
2422,12,18533.8457742
2422,13,18540.2859916
2422,14,18558.8166173
2422,15,18551.2763627
2425,8,18536.4858633
2425,9,18497.4145441
2425,10,18551.7563789
2425,11,18512.0050368
2425,12,18539.495965
2425,13,18537.7859072
2425,14,18527.0355442
2425,15,18531.3456898
2426,8,18580.3173432
2426,9,18615.8585432
2426,10,18593.5677906
2426,11,18566.1068634
2426,12,18550.3563316
2426,13,18567.0268945
2426,14,18561.3467027
2426,15,18547.8162459
2427,8,18537.1658863
2427,9,18525.5854953
2427,10,18503.5747521
2427,11,18502.3147096
2427,12,18537.6359021
2427,13,18520.5253244
2427,14,18510.0549709
2427,15,18485.0541268
2428,8,18469.9136156
2428,9,18467.5535359
2428,10,18476.973854
2428,11,18477.7238793
2428,12,18472.8637152
2428,13,18448.9229069
2428,14,18441.1226435
2428,15,18452.7930375
2429,8,18468.5435693
2429,9,18493.6144158
2429,10,18540.6960055
2429,11,18422.6620202
2429,12,18399.791248
2429,13,18365.0300743
2429,14,18365.20008
2429,15,18399.2712304
2432,8,18421.9119949
2432,9,18474.5037706
2432,10,18494.5744482
2432,11,18516.6951951
2432,12,18516.0751742
2432,13,18519.4352876
2432,14,18508.2349095
2432,15,18505.3948136
2433,8,18491.9043581
2433,9,18483.2340653
2433,10,18444.3827536
2433,11,18447.9728748
2433,12,18447.2928518
2433,13,18438.1725439
2433,14,18431.1923082
2433,15,18455.6031324
2434,8,18437.3225152
2434,9,18433.9324007
2434,10,18385.280758
2434,11,18379.7605717
2434,12,18354.6197228
2434,13,18366.6101277
2434,14,18373.1103471
2434,15,18399.3112318
2435,8,18397.1911602
2435,9,18379.7905727
2435,10,18321.1985944
2435,11,18322.3986349
2435,12,18383.2106882
2435,13,18385.5407668
2435,14,18390.6809404
2435,15,18418.3518747
2436,8,18478.0638908
2436,9,18530.3856574
2436,10,18503.2047396
2436,11,18503.6147535
2436,12,18469.4335994
2436,13,18449.5129268
2436,14,18480.053958
2436,15,18492.3143719
2440,8,18494.0244297
2440,9,18503.7847592
2440,10,18466.4234977
2440,11,18508.6849247
2440,12,18516.7251961
2440,13,18517.965238
2440,14,18522.9254055
2440,15,18540.1159859
2441,8,18518.1352437
2441,9,18522.7553997
2441,10,18502.6847221
2441,11,18499.9446295
2441,12,18490.8043209
2441,13,18499.6746204
2441,14,18513.2650793
2441,15,18526.4855257
2442,8,18487.3142031
2442,9,18457.7932064
2442,10,18496.1145002
2442,11,18495.8944928
2442,12,18483.994091
2442,13,18471.4236666
2442,14,18491.3543395
2442,15,18478.513906
2443,8,18392.0509866
2443,9,18330.8189192
2443,10,18299.4878614
2443,11,18254.9063561
2443,12,18248.6761458
2443,13,18189.744156
2443,14,18182.6539166
2443,15,18088.7607464
2446,8,18023.0485277
2446,9,18090.8208159
2446,10,18122.3218795
2446,11,18154.0629512
2446,12,18214.8750045
2446,13,18256.6864162
2446,14,18322.3986349
2446,15,18324.4587045
2447,8,18261.0365631
2447,9,18142.1425488
2447,10,18113.7215892
2447,11,18079.2104239
2447,12,18055.9196375
2447,13,18078.3203939
2447,14,18058.1797139
2447,15,18067.3600238
2448,8,18074.000248
2448,9,18083.6905752
2448,10,18097.1510297
2448,11,18125.5019869
2448,12,18105.1312991
2448,13,18065.7899708
2448,14,18056.199647
2448,15,18034.6889207
2449,8,18025.5186111
2449,9,18056.5396585
2449,10,18134.1722797
2449,11,18164.4733027
2449,12,18149.3727929
2449,13,18211.6248948
2449,14,18235.9057146
2449,15,18213.5049582
2450,8,18217.8251041
2450,9,18139.4024562
2450,10,18131.9722054
2450,11,18138.002409
2450,12,18111.9415291
2450,13,18091.1908284
2450,14,18112.1815372
2450,15,18122.7618944
2453,8,18158.3130947
2453,9,18249.9061873
2453,10,18215.6350302
2453,11,18229.1254856
2453,12,18146.4626946
2453,13,18126.6720264
2453,14,18185.1940023
2453,15,18120.8118286
2454,8,18175.973691
2454,9,18213.8149687
2454,10,18175.8936883
2454,11,18170.3635016
2454,12,18136.7323661
2454,13,18165.843349
2454,14,18174.8436529
2454,15,18129.472121
2455,8,18165.5733399
2455,9,18220.8352057
2455,10,18184.9839953
2455,11,18186.4540449
2455,12,18155.5330009
2455,13,18158.17309
2455,14,18222.6552672
2455,15,18294.4876925
2456,8,18348.2195067
2456,9,18438.2425462
2456,10,18428.522218
2456,11,18410.2316005
2456,12,18413.3817068
2456,13,18416.6718179
2456,14,18406.4014712
2456,15,18390.4709333
2457,8,18377.9805116
2457,9,18354.1397066
2457,10,18341.9892964
2457,11,18329.9988915
2457,12,18321.3686001
2457,13,18259.8065216
2457,14,18294.6676986
2457,15,18265.0066971
2460,8,18218.3751227
2460,9,18121.8718643
2460,10,18152.722906
2460,11,18118.8617627
2460,12,18137.1423799
2460,13,18110.7114875
2460,14,18102.7712194
2460,15,18099.9211232
2461,8,18099.8211198
2461,9,18145.2626541
2461,10,18117.6317212
2461,11,18184.7139861
2461,12,18227.8254418
2461,13,18223.4352935
2461,14,18220.015178
2461,15,18228.2354556
2462,8,18240.835881
2462,9,18266.0667329
2462,10,18206.6247259
2462,11,18218.4351247
2462,12,18207.6847617
2462,13,18242.375933
2462,14,18328.9088547
2462,15,18336.9891275
2463,8,18323.498672
2463,9,18339.1792015
2463,10,18308.3981622
2463,11,18300.9979123
2463,12,18179.3338045
2463,13,18110.5014804
2463,14,18185.4640115
2463,15,18145.2326531
2464,8,18182.4139085
2464,9,18236.035719
2464,10,18272.436948
2464,11,18312.4682996
2464,12,18319.7285448
2464,13,18337.6491498
2464,14,18345.3394095
2464,15,18306.7481065
2467,8,18280.2172107
2467,9,18219.0851466
2467,10,18253.126296
2467,11,18230.73554
2467,12,18239.8458476
2467,13,18243.8459827
2467,14,18243.4659698
2467,15,18252.9562903
2468,8,18268.2968082
2468,9,18305.4180616
2468,10,18285.9674048
2468,11,18226.6254012
2468,12,18196.6243883
2468,13,18142.0825467
2468,14,18119.3017776
2468,15,18169.3334668
2469,8,18206.1147087
2469,9,18261.7565874
2469,10,18270.5268835
2469,11,18282.9573032
2469,12,18289.7875338
2469,13,18295.6677324
2469,14,18303.357992
2469,15,18279.4971864
2470,8,18281.0372384
2470,9,18191.1842046
2470,10,18192.7242566
2470,11,18257.3364382
2470,12,18264.0466647
2470,13,18259.6365158
2470,14,18263.0566313
2470,15,18270.1068693
2471,8,18295.9677425
2471,9,18219.7751699
2471,10,18226.4153941
2471,11,18172.893587
2471,12,18188.6841202
2471,13,18252.3362693
2471,14,18265.4567123
2471,15,18240.1858591
2474,8,18283.5673238
2474,9,18385.990782
2474,10,18389.1408884
2474,11,18361.8099656
2474,12,18344.6593865
2474,13,18346.8194594
2474,14,18343.7993575
2474,15,18329.5888777
2475,8,18309.0481841
2475,9,18237.6857747
2475,10,18180.3638393
2475,11,18162.1132231
2475,12,18178.133764
2475,13,18102.1211975
2475,14,18092.2908656
2475,15,18133.4822564
2476,8,18133.2422483
2476,9,18132.3522182
2476,10,18117.181706
2476,11,18144.5426298
2476,12,18169.0934587
2476,13,18171.3935364
2476,14,18158.5131015
2476,15,18147.7927395
2477,8,18088.9307521
2477,9,17978.8070339
2477,10,17991.0974489
2477,11,18023.088529
2477,12,18068.3200562
2477,13,18105.8413231
2477,14,18132.0822091
2477,15,18102.6612157
2478,8,18177.9637582
2478,9,18234.2956602
2478,10,18232.6456045
2478,11,18168.9934554
2478,12,18174.3036346
2478,13,18174.1636299
2478,14,18158.0730866
2478,15,18141.0725126
2481,8,18136.462357
2481,9,18096.9810239
2481,10,18120.6718238
2481,11,18118.071736
2481,12,18091.770848
2481,13,18066.0199786
2481,14,18097.6310459
2481,15,18085.580639
2482,8,18145.672668
2482,9,18163.8232808
2482,10,18163.7832794
2482,11,18195.9443653
2482,12,18169.6134763
2482,13,18181.6238818
2482,14,18184.2639709
2482,15,18161.1831917
2483,8,18178.8237873
2483,9,18179.1137971
2483,10,18237.5857713
2483,11,18222.7152692
2483,12,18232.1355873
2483,13,18237.6857747
2483,14,18229.8055086
2483,15,18205.0846739
2484,8,18162.4832355
2484,9,18216.8950727
2484,10,18149.0627824
2484,11,18199.9845017
2484,12,18212.7249319
2484,13,18170.5335074
2484,14,18191.0441999
2484,15,18162.5532379
2485,8,18153.2429236
2485,9,18074.7902747
2485,10,18073.1502193
2485,11,18125.0919731
2485,12,18110.2014703
2485,13,18143.0325788
2485,14,18161.5232031
2485,15,18146.9027095
2488,8,18197.7544264
2488,9,18258.606481
2488,10,18236.925749
2488,11,18228.4354623
2488,12,18212.5849272
2488,13,18221.6252324
2488,14,18228.2554563
2488,15,18220.8752071
2489,8,18207.1347432
2489,9,18223.8453074
2489,10,18176.8037191
2489,11,18178.5137768
2489,12,18183.2339362
2489,13,18185.5340138
2489,14,18168.0034219
2489,15,18172.3835698
2490,8,18104.4112748
2490,9,18084.2805951
2490,10,18220.6752003
2490,11,18216.8250703
2490,12,18218.3751227
2490,13,18162.4132332
2490,14,18210.1148438
2490,15,18201.2445443
2491,8,18235.4256984
2491,9,18227.8254418
2491,10,18189.9841641
2491,11,18244.9760208
2491,12,18207.3747513
2491,13,18210.4648556
2491,14,18199.9144994
2491,15,18173.9936242
2492,8,18194.4043133
2492,9,18198.8844646
2492,10,18228.7854742
2492,11,18229.4954981
2492,12,18245.0460232
2492,13,18097.6610469
2492,14,18203.8546324
2492,15,18162.8932494
2495,8,18177.2137329
2495,9,18148.8927767
2495,10,18160.8131792
2495,11,18184.7139861
2495,12,18176.593712
2495,13,18159.713142
2495,14,18142.4325586
2495,15,18143.9926112
2496,8,18158.853113
2496,9,18146.3626913
2496,10,18127.0420389
2496,11,18095.8109844
2496,12,18054.5495913
2496,13,18003.9478828
2496,14,17989.9674107
2496,15,18038.459048
2497,8,18018.3283683
2497,9,18030.018763
2497,10,17998.0576839
2497,11,18008.988053
2497,12,18019.0083913
2497,13,17996.3076248
2497,14,17987.6073311
2497,15,17963.1265045
2498,8,17979.3570525
2498,9,17984.7972362
2498,10,17990.1474168
2498,11,17987.2673196
2498,12,17955.796257
2498,13,17951.9261263
2498,14,17963.6365217
2498,15,17933.405501
2499,8,17928.9553507
2499,9,17898.8843354
2499,10,17940.7657495
2499,11,17954.0461979
2499,12,17972.7268286
2499,13,17979.7370653
2499,14,17939.535708
2499,15,17891.1440741
2502,9,17995.247589
2502,10,18153.3129259
2502,11,18181.9038913
2502,12,18227.2054208
2502,13,18238.8858152
2502,14,18242.0359216
2502,15,18210.8048671
2502,16,18258.4664763
2503,9,18251.9962579
2503,10,18212.07491
2503,11,18249.186163
2503,12,18352.0896374
2503,13,18394.0810552
2503,14,18368.8302026
2503,15,18329.8988881
2503,16,18334.5190441
2504,9,18317.8784823
2504,10,18391.5709704
2504,11,18360.8899345
2504,12,18517.8552343
2504,13,18517.3452171
2504,14,18534.7758056
2504,15,18603.5681283
2504,16,18587.6775917
2505,9,18603.768135
2505,10,18737.9026639
2505,11,18659.4900164
2505,12,18717.8319863
2505,13,18785.3642664
2505,14,18854.0165844
2505,15,18858.0067191
2505,16,18809.5350825
2506,9,18781.1141229
2506,10,18799.6447486
2506,11,18761.2934537
2506,12,18773.0338501
2506,13,18797.2146665
2506,14,18800.3947739
2506,15,18791.9344882
2506,16,18844.9462781
2509,9,18877.4073741
2509,10,18878.9174251
2509,11,18845.9763129
2509,12,18867.5770422
2509,13,18832.4158551
2509,14,18847.0363487
2509,15,18874.8072864
2509,16,18870.147129
2510,9,18861.1368248
2510,10,18821.2854793
2510,11,18829.8457683
2510,12,18825.5956248
2510,13,18834.7059324
2510,14,18851.9265138
2510,15,18902.0982078
2510,16,18924.1789533
2511,9,18910.4884911
2511,10,18854.7366087
2511,11,18872.6172124
2511,12,18849.8064422
2511,13,18847.6463693
2511,14,18860.936818
2511,15,18877.2373684
2511,16,18869.5671094
2512,9,18866.8570179
2512,10,18898.4280839
2512,11,18855.0166181
2512,12,18879.9774609
2512,13,18874.8772887
2512,14,18871.3471695
2512,15,18879.2574366
2512,16,18902.608225
2513,9,18905.9683385
2513,10,18898.668092
2513,11,18868.6170773
2513,12,18863.2968977
2513,13,18874.5972793
2513,14,18876.4473417
2513,15,18874.1872654
2513,16,18869.3971037
2516,9,18899.3181139
2516,10,18926.4390296
2516,11,18904.768298
2516,12,18923.8389419
2516,13,18941.199528
2516,14,18938.8394483
2516,15,18938.2894298
2516,16,18956.3400392
2517,9,18971.0305352
2517,10,18996.4713942
2517,11,18978.5207881
2517,12,18969.9304981
2517,13,18984.380986
2517,14,19002.5315988
2517,15,19008.8618126
2517,16,19024.8923538
2518,9,19016.162059
2518,10,19013.4519675
2518,11,19061.2535815
2518,12,19063.8536693
2518,13,19060.3635515
2518,14,19063.3636527
2518,15,19062.9336382
2518,16,19082.9343135
2520,9,19094.3646995
2520,10,19138.5061898
2520,11,19134.7860642
2520,12,19136.7661311
2520,13,19147.4464917
2523,9,19122.7856591
2523,10,19105.2950685
2523,11,19073.0039782
2523,12,19104.1750307
2523,13,19124.915731
2523,14,19123.5056834
2523,15,19116.8354582
2523,16,19101.4549389
2524,9,19064.7136983
2524,10,19081.0842511
2524,11,19117.925495
2524,12,19130.7659285
2524,13,19139.0562084
2524,14,19138.6061932
2524,15,19135.6560936
2524,16,19124.915731
2525,9,19136.2861149
2525,10,19199.018233
2525,11,19186.78782
2525,12,19196.4781472
2525,13,19192.8480246
2525,14,19190.8279564
2525,15,19152.2766548
2525,16,19133.0660062
2526,9,19149.8465727
2526,10,19190.7179527
2526,11,19201.3783127
2526,12,19201.0383012
2526,13,19181.5876444
2526,14,19164.8770802
2526,15,19191.6279834
2526,16,19192.2980061
2527,9,19161.8969796
2527,10,19176.1774618
2527,11,19178.227531
2527,12,19185.1777657
2527,13,19190.6179493
2527,14,19154.8767426
2527,15,19157.9368459
2527,16,19172.4373355
2530,9,19244.9997855
2530,10,19265.2804702
2530,11,19261.6503477
2530,12,19247.8898831
2530,13,19226.209151
2530,14,19217.7488654
2530,15,19205.8584639
2530,16,19217.1688458
2531,9,19220.5589603
2531,10,19193.5280476
2531,11,19205.1584403
2531,12,19207.9585348
2531,13,19233.8094077
2531,14,19231.50933
2531,15,19237.7395403
2531,16,19252.8100492
